Hospital Name,Name,Specialities,Areas of Focus
Mayo Clinic,"Cynthia H. McCollough, Ph.D.",Radiologist,"CT scan, X-ray"
Mayo Clinic,"Christopher P. McCoy, M.D.","Internist, Hospitalist",
Mayo Clinic,"Rozalina G. McCoy, M.D., M.S.","Internist, Endocrinologist","Osteoporosis, Thyroid disease, Type 1 diabetes, Type 2 diabetes, Chronic illness, Diabetes"
Mayo Clinic,"Ann E. McCullough, M.D.",Pathologist,"Blood donation, Blood transfusion"
Mayo Clinic,"Kristen B. McCullough, Pharm.D., R.Ph.",Pharmacist,"Myeloproliferative disorders, Chronic myelomonocytic leukemia, Myelodysplastic syndromes, Chronic myelogenous leukemia,... Acute lymphocytic leukemia, Acute myelogenous leukemia"
Mayo Clinic,"Robert B. McCully, M.D.","Echocardiographer, Internist, Cardiologist","Transthoracic echocardiogram, Stress echocardiogram, Transesophageal echocardiogram, Pulmonary hypertension"
Mayo Clinic,"Robert J. McDonald, M.D., Ph.D.",Radiologist,
Mayo Clinic,"Megan L. McElhinny, M.D.",,"Drug addiction, Opioid dependence"
Mayo Clinic,"Marian T. McEvoy, M.D.",Dermatologist,"Light therapy, Cutaneous t-cell lymphoma, Sun allergy, Psoriasis"
Mayo Clinic,"David D. McFadden, M.D.",Internist,Stop smoking services
Mayo Clinic,"Patrick W. McGarrah, M.D.",Oncologist,"Immunotherapy, Chemotherapy, Virotherapy, Head and neck cancer, Carcinoid syndrome, Liver cancer, Esophageal cancer, Ca...rcinoid tumor, Stomach cancer, Neuroendocrine tumor, Pancreatic cancer, Colon cancer"
Mayo Clinic,"Kiaran P. McGee, Ph.D.",Medical Physicist,
Mayo Clinic,"Lisa A. McGee, M.D.",Radiation Oncologist,"Proton therapy, Breast cancer, Head and neck cancer"
Mayo Clinic,"Alastair J. McKean, M.D.",Psychiatrist,Teen depression
Mayo Clinic,"William J. McKee, Sr., M.D.",Internist,
Mayo Clinic,"Ryan T. McKenna, D.O.",Emergency Medicine Physician,
Mayo Clinic,"Gavin A. McKenzie, M.D.",Radiologist,
Mayo Clinic,"Kyle M. McKenzie, M.D.","Internist, Geriatrician",
Mayo Clinic,"Travis J. McKenzie, M.D.","Metabolic Surgeon, Endocrine Surgeon","Sleeve gastrectomy, Parathyroidectomy, Adrenalectomy, Laparoscopic surgery, Thyroidectomy, Bariatric surgery, Pancreate...ctomy, Minimally invasive surgery, Gastric bypass surgery, Lateral neck dissection, Endoscopic thyroidectomy, Pancreatic enucleation, Pediatric adrenal disorder, Hyperthyroidism, Insulinoma, Secondary hyperparathyroidism, MEN 1, Type 2 diabetes, Cushing syndrome, Primary aldosteronism, Pediatric thyroid disorder, Parathyroid cancer, Parathyroid disease, Benign adrenal tumor, Multinodular goiter, MEN 2B, Obesity, Goiter, Pheochromocytoma, Thyroid nodule, Pediatric parathyroid disorder, Neuroendocrine tumor, Adrenal cancer, Pediatric endocrine disorder, Thyroid cancer, Graves' disease, Hyperparathyroidism"
Mayo Clinic,"Andrew McKeon, M.B., B.Ch., M.D.","Internist, Neurologist","Chorea, Autoimmune encephalopathy, Dystonia, Movement disorder, Neuromyelitis optica, Myoclonus"
Mayo Clinic,"Paul M. McKie, M.D.","Echocardiographer, Internist, Cardiologist",
Mayo Clinic,"J Mark McKinney, M.D.",Radiologist,"Uterine artery embolization, Transjugular intrahepatic portosystemic shunt, Venous sampling catheter procedure, Emboliz...ation therapy, Needle biopsy, Pulmonary hypertension infusion, Radioembolization, Vena cava filter placement, Uterine fibroid"
Mayo Clinic,"Margaret E. McKinney, M.D.",,
Mayo Clinic,"Timothy K. McKone, M.D.",Radiation Oncologist,"Palliative care, Breast cancer, Prostate cancer, Lung cancer"
Mayo Clinic,"Jay W. McLaren, Ph.D.",,Eye care
Mayo Clinic,"Sarah A. McLaughlin, M.D.",Surgical Oncologist,"Breast cancer surgery, Breast surgery, Breast reconstruction, Breast cancer, Lymphedema"
Mayo Clinic,"Christopher J. McLeod, M.B., Ch.B., Ph.D.",Cardiac Electrophysiologist,"Pacemaker insertion, Ventricular tachycardia ablation, Atrial fibrillation ablation, SVT ablation, Implantable cardiove...rter-defibrillator insertion, Congenital heart defects in adults, Congenital heart disease, Ventricular tachycardia, Ventricular fibrillation, Ventricular arrhythmia, Sudden cardiac arrest"
Mayo Clinic,"Thomas G. McLeod, M.D.",Internist,
Mayo Clinic,"M. Molly (Molly) McMahon, MD, M.D.","Internist, Endocrinologist","Diabetes, Malnutrition, Obesity"
Mayo Clinic,"Brendan P. McMenomy, M.D.",Radiologist,"Ultrasound-guided fine needle aspiration, Ultrasound-guided biopsy, Ultrasound-guided injection, CT-guided biopsy, CT g...uided drain placement, CT-guided aspiration, Ultrasound, Kidney biopsy"
Mayo Clinic,"Stephen M. McMullan, M.D.",Family Physician,"Trigger point injection, Contraceptive implant method, Intrauterine device method, Skin biopsy, Skin cyst removal, Wart... treatment, Nail removal, Joint injection, Electrocardiogram, Heart disease, High blood cholesterol, Lung disorder, Diabetes, Obesity, Childhood obesity, High blood pressure"
Mayo Clinic,"Ellen D. McPhail, M.D.",Pathologist,
Mayo Clinic,"Ian R. McPhail, M.D.","Vascular Medicine Specialist, Cardiologist",Peripheral artery disease
Mayo Clinic,"Emily A. McTate, Ph.D., L.P.",Pediatric Psychologist,Sickle cell anemia
Mayo Clinic,"Deborah B. McWilliams, M.D.",Pediatrician,
Mayo Clinic,"Robert R. McWilliams, M.D.",Oncologist,"Pancreatic cancer, Melanoma"
Mayo Clinic,"Hay Me Me, M.B.B.S.",,
Mayo Clinic,"Shon E. Meek, M.D., Ph.D.","Internist, Endocrinologist","Hyperparathyroidism, Hypopituitarism, Osteoporosis, Thyroid disease, Diabetes, Benign adrenal tumor, Pituitary tumor"
Mayo Clinic,"Jeffrey (Jeff) W. Meeusen, Ph.D.",,Heart disease
Mayo Clinic,"Tahir Mehmood, M.D.","Internist, Hospitalist, Pathologist","Hospitalization, Blood transfusion, Cancer"
Mayo Clinic,"Rajal N. Mehta, M.B.B.S., M.D.",,
Mayo Clinic,"Sachin M. Mehta, M.D.","Internist, Hospitalist","Dysphagia, Liver injury, Alcohol withdrawal, Colitis, Cancer-related pain, Encephalopathy, Diverticulitis, Cellulitis, ...Respiratory failure, Acute kidney injury , Cirrhosis, COPD, Chest pain, Bacterial infection, Anemia, Metabolic acidosis, Viral infection, Pancreatitis, Sepsis, Atrial fibrillation, Metabolic disorders, Urinary tract infection"
Mayo Clinic,"Shyamal H. Mehta, M.D., Ph.D.",Neurologist,"Botox injection, Deep brain stimulation, Restless legs syndrome, Tremor, Dystonia, Parkinsonism, Parkinson's disease"
Mayo Clinic,"Irene Meissner, M.D.",Neurologist,"Stroke prevention, Stroke, Ischemic stroke, Carotid artery disease, Subarachnoid hemorrhage, Brain aneurysm, High blood... pressure, Intracerebral hemorrhage, CNS vasculitis"
Mayo Clinic,"Rowlens M. Melduni, M.D., M.P.H.","Echocardiographer, Internist, Cardiologist","Cardiovascular disease prevention, Echocardiogram, Pericarditis, Atrial fibrillation"
Mayo Clinic,"Gabrielle Melin, M.D., M.S.",Psychiatrist,
Mayo Clinic,"Matthew M. Melin, M.D.",Wound Care Specialist,
Mayo Clinic,"Andrew J. Meltzer, M.D., M.B.A.","Vascular Surgeon, Surgeon","Carotid endarterectomy, Minimally invasive surgery, Endovascular aneurysm repair, Endovenous thermal ablation, Aneurysm... surgery, Endovascular treatment, Vein procedure, Peripheral artery disease, Arteriovenous fistula, Venous insufficiency, Claudication, Aneurysm, Thoracic aortic aneurysm, Carotid artery disease, Popliteal aneurysm, Abdominal aortic aneurysm"
Mayo Clinic,"David Melville, M.D.",Radiologist,"Arthrogram, Image-guided diagnostic procedure, Joint injection, CT-guided biopsy"
Mayo Clinic,"Deanna C. Menapace, M.D.",Facial Plastic Surgeon,"Ectropion repair, Facial nerve rehabilitation, Mole removal, Facial rejuvenation, Nasal repair, Lip augmentation, Facia...l reconstruction, Facial fracture repair, Neck lift, Face lift, Skin surgery, Nasal septal reconstruction, Facial filler injection, Lip lift, Facial implant surgery , Fat grafting, Neck surgery, Skin cancer reconstruction, Microneedling, Chin surgery, Facial contouring surgery, Lip surgery, Rhinoplasty, Skin rejuvenation, Stem cell therapy, Hair restoration, Laser resurfacing, Nasal valve repair, Otoplasty, Facial scar revision, Blepharoplasty, Brow lift"
Mayo Clinic,"Bernardo C. Mendes, M.D.",Vascular Surgeon,"Endovascular aneurysm repair, Angiogram, Aneurysm surgery, Thoracoabdominal aneurysm surgery, Thoracic endovascular ane...urysm repair , Carotid endarterectomy, Angioplasty, Mesenteric artery bypass, Aortic aneurysm repair, Thoracic aortic aneurysm surgery, Femoral endarterectomy, Arteriovenous fistula surgery, Thoracoabdominal aortic aneurysm repair, Carotid angioplasty and stenting, Peripheral artery disease, Mesenteric ischemia, Aortic disorder, Arteriovenous fistula, Abdominal aortic aneurysm, Thoracic aortic aneurysm, Critical limb ischemia, Marfan syndrome, Carotid artery disease, Carotid body tumor, Vascular graft infection, Claudication, Thoracoabdominal aortic aneurysm, Aortic ulcer, Cerebrovascular disease, Aortic dissection, Aortoiliac disease, Aortic aneurysm, Arterial aneurysm"
Mayo Clinic,"Julio C. Mendez, M.D.","Internist, Infectious Disease Specialist",General infectious diseases
Mayo Clinic,"Maria D. Mendoza De La Garza, M.D.",,
Mayo Clinic,"Christine (Christine Cooky) O. Menias, M.D.",Radiologist,
Mayo Clinic,"David M. Menke, M.D.",Pathologist,
Mayo Clinic,"John J. Mentel, M.D.",,
Mayo Clinic,"Amit Merchea, M.D.","Colon and Rectal Surgeon, General Surgeon","Crohn's disease, Ulcerative colitis, Colon cancer, Anal fistula, Rectal cancer"
Mayo Clinic,"Pamela A. Mergens, M.D.",Anesthesiologist,
Mayo Clinic,"Patricia J. Mergo, M.D.",Radiologist,
Mayo Clinic,"Chady Meroueh, M.D.","Pathologist, Clinical Informaticist",
Mayo Clinic,"Kenneth W. Merrell, M.D.",,"Radiation therapy, Proton therapy, Intensity-modulated radiation therapy, Pancreatic neuroendocrine tumor, Neuroendocri...ne tumor"
Mayo Clinic,"Stephen P. Merry, M.D.",Family Physician,
Mayo Clinic,"Lester E. Mertz, M.D.","Internist, Rheumatologist","Dermatomyositis, Vasculitis, Polymyositis"
Mayo Clinic,"James F. Meschia, M.D.",Neurologist,"Telestroke, Stroke, Cerebrovascular disease, Central nervous system vascular malformations"
Mayo Clinic,"Steven A. Messina, M.D.",Radiologist,
Mayo Clinic,"Allie M. Metcalfe, M.D.",,
Mayo Clinic,"Matthew R. Meunier, M.D.",Family Physician,"Pap smear, Cervical cancer, Depression"
Mayo Clinic,"Alexander Meves, M.D., M.B.A.",Dermatologist,
Mayo Clinic,"Fredric B. Meyer, M.D.",Neurosurgeon,"Trigeminal neuralgia surgery, Brain tumor surgery, Awake brain surgery, Hemifacial spasm surgery, Pituitary tumor surge...ry, Epilepsy surgery, Spinal cord tumor, Brain aneurysm, Trigeminal neuralgia, Hemifacial spasm, Hydrocephalus, Epilepsy, Moyamoya disease, Brain tumor"
Mayo Clinic,"Michael S. Meyers, M.D.","Echocardiographer, Cardiologist",
Mayo Clinic,"Moses K. Mhayamaguru, M.D.",Emergency Medicine Physician,
Mayo Clinic,"Ivana N. Micallef, M.D.","Internist, Hematologist","Autologous stem cell transplant, Cancer treatment, Bone marrow transplant, Lymphoma"
Mayo Clinic,"Hector I. Michelena, M.D.","Cardiologist, Echocardiographer","Echocardiogram, Intraoperative echocardiography, Pericardial centesis, Transesophageal echocardiogram, Stress echocardi...ogram, Aortic valve disease, Structural heart disease, Coronary artery disease, Heart valve disease"
Mayo Clinic,"Clement J. Michet, Jr., M.D.","Internist, Rheumatologist","Rheumatoid arthritis, Gout"
Mayo Clinic,"Erik H. Middlebrooks, M.D.",Radiologist,
Mayo Clinic,"David E. Midthun, M.D.","Internist, Pulmonologist","Lung cancer screening, Bronchoscopy, Lung cancer, Lung nodule"
Mayo Clinic,"Amar Miglani, M.D.",Otolaryngologist,"Endoscopic skull base surgery, Nose surgery, Endoscopic pituitary surgery, Endoscopic orbital surgery, Open skull base ...surgery, Endoscopic sinus surgery, Lacrimal surgery, Samter's triad, Nasal and paranasal tumors, Nasal polyps, Epiphora, Juvenile nasopharyngeal angiofibroma, Skull base tumor, Thyroid eye disease, Craniopharyngioma, Sinonasal melanoma, Esthesioneuroblastoma, Encephalocele, Chondrosarcoma, CSF leak, Pituitary tumor, Chronic sinusitis, Chordoma, Inverting papilloma"
Mayo Clinic,"Michael (Michael A.) A. Mikhail, M.D.",Internist,
Mayo Clinic,"Adam J. Milam, M.D., Ph.D.",,
Mayo Clinic,"Todd A. Milbrandt, M.D.",Orthopedic Surgeon,"Foot surgery, Fracture treatment, Knee surgery, Wrist fracture treatment, Scoliosis surgery, Cerebral palsy, Clubfoot, ...Scoliosis, Pediatric trauma"
Mayo Clinic,"Darby D. Miller, M.D., M.P.H.",Ophthalmologist,"LASIK eye surgery, Photorefractive keratectomy, Cornea transplant, Laser eye surgery, Cataract surgery, Cornea problems..., Fuchs' dystrophy, Keratoconus, Cataract"
Mayo Clinic,"David A. Miller, M.D.",Radiologist,"Endovascular treatment, Spine procedure, Carotid angioplasty and stenting, Vertebroplasty, Brain AVM, Brain aneurysm"
Mayo Clinic,"Donna M. Miller, M.D.","Internist, Hospitalist, Geriatrician",Delirium
Mayo Clinic,"Gary (Gary M.) M. Miller, M.D.",Radiologist,
Mayo Clinic,"Kai J. Miller, M.D., Ph.D.","Neurosurgeon, Pediatric Neurosurgeon","Pediatric cervical spine surgery, Pediatric neurosurgery, Intraoperative magnetic resonance imaging, Deep brain stimula...tion, Brain tumor surgery, Brain tumor, Movement disorder, Pediatric brain tumor, Epilepsy"
Mayo Clinic,"Keith A. Miller, M.D.",Psychiatrist,"Psychosis, Bipolar disorder, Suicidal behavior, Depression, Anxiety disorder, Obsessive compulsive disorder, Attention-...deficit and disruptive behavior disorders"
Mayo Clinic,"Laurence J. Miller, M.D.","Internist, Gastroenterologist","Zollinger Ellison Syndrome, Pancreatic neuroendocrine tumor"
Mayo Clinic,"Linda K. Miller, M.D.",,
Mayo Clinic,"Denise M. Millstine, M.D.",Internist,"Preventive care, Integrative medicine, Nutrition support, Perimenopause, Menopause, Vaginal atrophy"
Mayo Clinic,"Margherita Milone, M.D., Ph.D.",Neurologist,"Muscular dystrophy, Amyotrophic lateral sclerosis, Myasthenia gravis, Motor neuron disease, Mitochondrial disease, Prim...ary lateral sclerosis"
Mayo Clinic,"Lida A. Mina, M.D.",,
Mayo Clinic,"William R. Miranda, M.D.",Cardiologist,"Congenital heart disease, Pericarditis"
Mayo Clinic,"Kenneth J. Mishark, M.D.",Internist,Hospitalization
Mayo Clinic,"Nitin Mishra, M.B.B.S., M.P.H.","General Surgeon, Colon and Rectal Surgeon","Robotic surgery, Laparoscopic surgery, Intraoperative radiation therapy, Rectal cancer, Anal fistula, Inflammatory bowe...l disease, Rectal prolapse, Colon cancer"
Mayo Clinic,"Sneha Mishra, M.B.B.S.","Internist, Bariatrician","Metabolic syndrome, Obesity"
Mayo Clinic,"Lopa Misra, D.O.",Anesthesiologist,Pain management
Mayo Clinic,"Sanjay Misra, M.D.",Radiologist,"Hemodialysis vascular access dysfunction, Inferior vena cava stenosis, Iliac vein stenosis, Subclavian artery stenosis,... Renal artery stenosis, Hereditary hemorrhagic telangiectasia, Peripheral artery disease"
Mayo Clinic,"Rohit Mital, M.D.","Cardiologist, Echocardiographer","Echocardiogram, Stress echocardiogram, Cardioversion, Intraoperative echocardiography, Transesophageal echocardiogram, ...Heart disease, Structural heart disease, Heart valve disease"
Mayo Clinic,"Jay D. Mitchell, M.D.",Family Physician,
Mayo Clinic,"Ghada Mitri, M.D.",Internist,Preventive care
Mayo Clinic,"Carolyn C. Moats, M.D.",Family Physician,Preventive care
Mayo Clinic,"Susan M. Moeschler, M.D.",Anesthesiologist,"Spinal injection, Trigger point injection, Ablation, Botox injection, Spinal cord stimulator insertion, Pain management..., Intrathecal morphine pump implantation, Intrathecal pump implantation, Radiofrequency ablation, Peripheral nerve stimulation, Epidural blood patch, Intrathecal baclofen pump implantation, Ultrasound, Medial branch block, Nerve block, Ultrasound-guided cortisone injection, Fluoroscopy-guided biopsy, Celiac plexus block, Spine procedure, Peripheral nerve block, Epidural steroid injection, Sympathetic nerve block, Lumbar sympathetic block, Stellate ganglion block, Fluoroscopy, Radiofrequency neurotomy, Injection, Joint injection, Cancer treatment, Ultrasound-guided injection, Dorsal root ganglion stimulator implantation, Back pain"
Mayo Clinic,"Arya B. Mohabbat, M.D.",Internist,
Mayo Clinic,"Fahma O. Mohamed, M.D.",Family Physician,"Intrauterine device method, Gynecologic exam, Contraceptive implant method, Skin biopsy, General pediatric care, Joint ...injection, Prenatal care, Nail removal, Urinary tract infection, Menopause, Wart, Pregnancy, Osteoarthritis, Upper respiratory infection, Depression, Acute exacerbation of COPD, Vaginitis, Gastroesophageal reflux disease, Back pain, General infectious diseases, High blood pressure, Sore throat, Hyperlipidemia, Obesity, Asthma, Diabetic hyperglycemia, Anxiety disorder"
Mayo Clinic,"Khaled S. Mohammed, M.B., B.Ch.",Pediatrician,
Mayo Clinic,"Brian G. Mohney, M.D.",Ophthalmologist,"Eye care, Retinoblastoma, Strabismus, Retinal disease"
Mayo Clinic,"Michael M. Mohseni, M.D.",Emergency Medicine Physician,
Mayo Clinic,"Robin G. Molella, M.D., M.P.H.","Internist, Public Health and General Preventive Medicine Specialist",Preventive care
Mayo Clinic,"Julian R. Molina, M.D., Ph.D.",Oncologist,Lung cancer
Mayo Clinic,"Jessica Monas, M.D.",Emergency Medicine Physician,
Mayo Clinic,"John E. Monnier, M.D.",Family Physician,
Mayo Clinic,"Jenny M. Montejo, M.D.",Allergist-Immunologist,"Immunotherapy, Hay fever, Hives and angioedema, Systemic mastocytosis, Dermatitis, Food allergy, Childhood asthma, Atop...ic dermatitis"
Mayo Clinic,"Daniel P. Montero, M.D.","Sports Medicine Specialist, Family Physician","Sport specific rehabilitation, Sports injury"
Mayo Clinic,"Victor M. Montori, M.D.","Internist, Endocrinologist","Chronic illness, Diabetes"
Mayo Clinic,"Martina Mookadam, M.D.",Family Physician,"Preventive care, Chronic illness"
Mayo Clinic,"Andrew G. Moore, M.D.","Echocardiographer, Cardiologist","Stress echocardiogram, Cardioversion, Echocardiogram, Marfan syndrome, Aortic dissection"
Mayo Clinic,"Cassandra N. Moore, M.D.",,
Mayo Clinic,"Eric J. Moore, M.D.",Otolaryngologist,"Minimally invasive surgery, Transoral laser microsurgery, Fibula free flap, Robotic surgery, Microvascular surgery, Rec...onstructive surgery, Transoral robotic surgery, Parotidectomy, Oropharyngeal cancer, Salivary gland tumor, Tongue cancer, Head and neck cancer, Skin cancer, Adenocarcinoma, Tonsil cancer, Squamous cell carcinoma of the skin, Esthesioneuroblastoma, Parotid gland tumor, Tongue base cancer, Mouth cancer, Melanoma, Oral and throat cancer, Thyroid cancer, Rhabdomyosarcoma, Throat cancer"
Mayo Clinic,"Katherine M. Moore, M.D.",Psychiatrist,"Depression, Obsessive compulsive disorder, Postpartum depression"
Mayo Clinic,"Jodi M. Moore-Weiss, O.D.",Optometrist,Nearsightedness
Mayo Clinic,"Steven L. Moran, M.D.","Plastic Surgeon, Hand Surgeon","Arthroplasty, Wrist replacement, Hand surgery, Peripheral nerve tumor surgery, Elbow replacement, Reconstructive surger...y, Finger reattachment, Flexor tendon repair surgery, Elbow surgery, Vascularized bone grafting, Carpal tunnel surgery, Wrist fracture treatment, Hand reconstruction, Hand fracture treatment, Wrist arthroscopy, Cosmetic surgery, Thumb arthritis, Wrist pain, Dupuytren's contracture, Nerve entrapment, Congenital heart disease, Elbow instability, Scaphoid nonunion, Hand arthritis, Hand mass, Carpal tunnel syndrome, Broken wrist, Klippel-Trenaunay syndrome, Cubital tunnel syndrome, Trigger finger, Congenital hand deformity, Arthritis, Tendinopathy, Broken hand, Hand injury"
Mayo Clinic,"Eva Morava-Kozicz, M.D., Ph.D.",,"Genetic disorder, Congenital metabolic disorder, Progeria, Mitochondrial myopathy, Metabolic liver disease, Metabolic m...yopathy, Congenital myopathy, Inherited metabolic disorder, Congenital disorder, Metabolic disorders, Neurodegeneration, Mitochondrial disease"
Mayo Clinic,"Monica Mordecai, M.D.","Echocardiographer, Anesthesiologist",Transesophageal echocardiogram
Mayo Clinic,"Pablo Moreno Franco, M.D.","Critical Care Specialist, Internist","Intensive care, Pain management, Sedation, Extracorporeal membrane oxygenation, Delirium, Liver problems, Pulmonary hyp...ertension, Hepatopulmonary syndrome"
Mayo Clinic,"Alisha A. Morgan, D.O.",Palliative Care Specialist,
Mayo Clinic,"Robert (Rob) J. Morgan, III, M.D., Ph.D.",Psychiatrist,"Mood disorder, Psychotic disorder"
Mayo Clinic,"Timothy I. Morgenthaler, M.D.","Pulmonologist, Sleep Medicine Specialist","Multiple sleep latency test, Oximetry, Polysomnography, Sleep apnea assessment, Obstructive sleep apnea, Central sleep ...apnea, Sleep disorders, Sleep-related breathing disorder"
Mayo Clinic,"William G. Morice, II, M.D., Ph.D.",Pathologist,
Mayo Clinic,"Steven T. Morozowich, D.O.","Echocardiographer, Internist, Anesthesiologist","Transesophageal echocardiogram, Blood transfusion, Lung disorder, Pulmonary hypertension"
Mayo Clinic,"Mark E. Morrey, M.D.",Orthopedic Surgeon,"Anticoagulant therapy, Elbow replacement revision, Shoulder replacement surgery, Contracture, Rheumatoid arthritis"
Mayo Clinic,"John C. Morris, III, M.D.","Internist, Endocrinologist","Gene therapy, Graves' disease, Thyroid cancer, Hypothyroidism, Hyperthyroidism"
Mayo Clinic,"Jonathan M. Morris, M.D.",Radiologist,Spine procedure
Mayo Clinic,"Padraig (P. Pearse) P. Morris, M.B., B.Ch.","Psychiatrist, Radiologist",
Mayo Clinic,"Eleshia J. Morrison, Ph.D., L.P.",,"Pain management, Rehabilitation therapy, Chronic illness, Chronic pain"
Mayo Clinic,"Douglas (Doug) J. Moseley, Ph.D.",Radiation Oncology Medical Physicist,
Mayo Clinic,"Christine T. Moshe, M.D.",Anesthesiologist,
Mayo Clinic,"Adyr A. Moss, M.D.",General Surgeon,"Robotic surgery, Liver transplant, Kidney transplant, Pancreas transplant, Radiofrequency ablation for cancer, Living d...onor liver transplant, Living donor kidney transplant, Pancreatic cancer, Colon cancer, Hepatocellular carcinoma"
Mayo Clinic,"John E. Moss, M.D.","Pulmonologist, Internist, Critical Care Specialist","Right heart catheterization with exercise, Airway management, Bronchoscopy, Percutaneous tracheostomy, Respiratory fail...ure, Pulmonary embolism, ARDS, Pulmonary hypertension, Hereditary hemorrhagic telangiectasia"
Mayo Clinic,"Arashk Motiei, M.D.",Interventional Cardiologist,"Atherectomy, Venous thrombolysis, Vascular stenting, Coronary angiogram, Endovascular treatment, Tibial angioplasty, Ar...terial thrombolysis, Pulmonary angiogram, Coronary angioplasty and stenting, Vascular recanalization, Angioplasty, Femoral stenting, Angiogram, Thrombectomy, Percutaneous coronary interventions, Venous stenting, Venous angioplasty, Pulmonary embolism, Venous thrombosis, Deep vein thrombosis, Venous stasis, Venous ulcer, Peripheral artery disease, Gangrene, Varicose vein, Coronary artery disease, Chronic venous insufficiency, Critical limb ischemia, Claudication"
Mayo Clinic,"Teng Moua, M.D.","Critical Care Specialist, Internist, Pulmonologist","Interstitial lung disease, Sepsis"
Mayo Clinic,"Soundos K. Moualla, M.D.",,"Coronary artery disease, Heart disease, Peripheral artery disease"
Mayo Clinic,"Mohamad A. Mouchli, M.D.",Internist,"Liver transplant, Liver biopsy, Acute liver failure, Carcinoid tumor"
Mayo Clinic,"Yara Moustafa, M.B., B.Ch., Ph.D.",Psychiatrist,"Cocaine dependence, Nicotine dependence, Schizoaffective disorder, Somatic symptom disorder, Marijuana dependence, Anxi...ety disorder, Bipolar disorder, Opioid dependence, Attention-deficit/hyperactivity disorder, Depression, Schizophrenia, Alcohol use disorder, Post traumatic stress disorder"
Mayo Clinic,"Margaret A. Moutvic, M.D.","Neuromuscular Disease Specialist, Palliative Care Specialist, Physiatrist","Exercise therapy, Neurological rehabilitation, Spasticity therapy, Arthritis rehabilitation, Geriatric physical therapy..., Outpatient clinical consultation, Physical examination, Musculoskeletal exam, Rehabilitation therapy, Multiple sclerosis therapy, Assistive technology therapy, Back pain management, Cerebral palsy, Inflammatory myopathy, Neurodevelopmental disorder, Muscle weakness, Cervical myelopathy, Guillain Barre syndrome, Functional movement disorder, Neurologic muscle weakness, Arthritis, Bursitis, Autoimmune neurological disorder, Discogenic back pain, Spinal muscular atrophy, Demyelinating neuropathy, Neck pain, Neuromuscular scoliosis, Myopathy, Sciatic neuropathy, Inflammatory arthritis, Juvenile amyotrophic lateral sclerosis, Muscular dystrophy, Amyotrophic lateral sclerosis, Atypical Parkinsonism, Quadriparesis, Lumbar spondylosis, Parkinson's disease, Back pain, Balance problem, Cervical spondylosis, Neuromuscular disorder, Muscle spasms, Lumbar herniated disk, Degenerative disk disease, Myelopathy, Parkinsonism, Neuropathy, Gait unsteadiness, Degenerative scoliosis, Sacroiliitis, Motor neuron disease, Muscle atrophy, Sacroiliac pain syndromes, Radiculopathy, Charcot-Marie-Tooth disease, Spasticity, Lumbar pain, Movement disorder, Functional neurologic disorder, Muscle cramp, Cervical herniated disk, Gait disturbance, Dystonia, Herniated disk, Lumbar spinal stenosis, Functional limitation, Lumbar radiculopathy, Foot drop, Peroneal neuropathy, Cervical spinal stenosis, Paraparesis, Duchenne muscular dystrophy, Angelman syndrome, Multiple sclerosis, Axial spondyloarthritis, Arthropathy, Brachial plexus neuropathy, Cervical radiculopathy, Cervical spondylotic myelopathy"
Mayo Clinic,"James B. Mowbray, O.D.",,"Contact lens fitting, Eye care, Cornea problems, Glaucoma"
Mayo Clinic,"Ann M. Moyer, M.D., Ph.D.",Pathologist,
Mayo Clinic,"Michael R. Moynagh, M.B., B.Ch.",Radiologist,"Body composition analysis, Ultrasound, MRI, CT scan, Kidney biopsy"
Mayo Clinic,"Mary M. Mrdutt, M.D., M.S.",Surgical Oncologist,"Breast duct excision, Sentinel lymph node surgery, Breast biopsy, Lymph node sampling, Breast abscess drainage, Lymphad...enectomy, Wire localization for breast surgery, Double mastectomy, Sentinel node biopsy, Modified radical mastectomy, Nipple-sparing mastectomy, Prophylactic mastectomy, Radioactive seed localization, Mastectomy, Breast surgery, Oncoplastic breast-conserving surgery, Skin-sparing mastectomy, Excisional biopsy, Lumpectomy, Breast cancer surgery, Papillary breast cancer, Breast cancer, Invasive ductal carcinoma, Male breast cancer, BRCA gene mutation, Paget's disease of the nipple, Luminal B breast cancer, Luminal A breast cancer, Ductal carcinoma in situ, Recurrent breast cancer, Breast cysts and lumps, Atypical hyperplasia of the breast, Atypical lobular hyperplasia, Triple-negative breast cancer, Paget's disease of the breast, Inflammatory breast cancer, Invasive lobular carcinoma, Stage 4 breast cancer, Mucinous breast cancer, Tubular breast cancer, HER2 positive invasive breast cancer, Lobular carcinoma in situ, Atypical ductal hyperplasia, Squamous cell carcinoma of the breast, Medullary breast cancer, Fibroadenoma, Triple-positive breast cancer, Phyllodes tumor"
Mayo Clinic,"Maciej M. Mrugala, M.D., Ph.D.",Neurologist,"Oligodendroglioma, Astrocytoma, Meningioma, Glioma, Neurofibroma, Brain tumor, Choroid plexus papilloma, Leptomeningeal... metastases, Pituitary tumor, Acoustic neuroma, Paraneoplastic syndromes, Glioblastoma, Brain metastasis, Chordoma, Primary CNS lymphoma, Neoplastic meningitis, Ependymoma, Neurofibromatosis"
Mayo Clinic,"Eli Muchtar, M.D.",,
Mayo Clinic,"Jeff T. Mueller, M.D.",Anesthesiologist,
Mayo Clinic,"Michael R. Mueller, M.D.",Internist,
